Star Rating,Review Title,Review Description
5.0 out of 5 stars,Good Budget 5G Phone with Big Display and Long Battery Life,"Good budget smartphone with a large display and smooth performance for daily use. The battery backup is very good and easily lasts a full day. The 50MP camera is decent for normal photos, and the phone feels stylish and lightweight. Overall, a good option for basic use and 5G connectivity at this price.Read more"
1.0 out of 5 stars,very laggy and slow in daily use,"Bought the Redmi A4 5G (4GB/128GB) expecting smooth performance because of the 120Hz display and Snapdragon branding, but honestly the phone feels **very laggy and slow in daily use**.Basic tasks like opening apps, switching between WhatsApp, Chrome, and camera, or even scrolling through social media have noticeable **stutters and delays**. And the phone struggles with multitasking despite the 128GB storage. Even typing sometimes feels delayed.The 120Hz screen looks good on paper, but the actual performance doesn’t match because the software optimization is poor. Camera quality is decent in daylight, but overall user experience is disappointing because of the frequent lag.Read more"
5.0 out of 5 stars,Great Value for Money – Highly Recommended,"????? Great Value for Money – Redmi A4I recently purchased the Redmi A4 from Amazon and I’m very satisfied with the performance. In fact, I have purchased this phone three times in the last 2 months, which clearly shows how reliable and useful it is.The design looks good, the display is clear, and performance is smooth for daily tasks like calling, WhatsApp, YouTube, and browsing. The battery backup easily lasts a full day with normal use. Camera quality is also good for this price range.Delivery was on time and packaging was proper. Overall, it’s an excellent budget smartphone and definitely worth buying.Highly recommended ??Read more"
3.0 out of 5 stars,Hang,"Good coaliti, but very very hang, bohot jyada hangRead more"
5.0 out of 5 stars,Bestest,"The Redmi A4 5G is a budget smartphone with good features at a low price. It has a large 6.88-inch display with a 120Hz refresh rate, making scrolling smooth, though the HD+ resolution is average. The performance is decent for daily tasks like calling, social media, and light gaming, but not ideal for heavy games. Its 50MP rear camera clicks clear photos in daylight, while low-light quality is average. The 5160mAh battery gives all-day backup. Overall, it is a good option for students and normal users who want an affordable 5G phone.Read more"
4.0 out of 5 stars,Satisfied with the product,This product is very nice and value for moneRead more
5.0 out of 5 stars,A good economic and quality mobile in good price,"I am writing this review after using realme C71 for one week. Battery life is good and holds upto 48 hours. Touch functionality is good. Design is good. Overall phone quality, camera are good in this price range...Read more"
4.0 out of 5 stars,I like this mobile,Good productRead more
5.0 out of 5 stars,Great Deal Thankyou amazon,Great Deal Thankyou amazonRead more
5.0 out of 5 stars,Very good,Very good features  and battery powerRead more
1.0 out of 5 stars,Charger bahut slow ho raha hai,The media could not be loaded.Charger defect hanging ki problemCharger defective aur pehen jyada ho raha hai phone please change your money returnRead more
3.0 out of 5 stars,No recomend this battery very poor,Battery backup very badRead more
5.0 out of 5 stars,Affordable budget mobile,Good ??Read more
4.0 out of 5 stars,,Pura Paisa wasul itemRead more
5.0 out of 5 stars,"Great performance, best value for money phone, sleek and good battery",Its sleek and great phoneRead more
4.0 out of 5 stars,"Overall you can should buy realme 15x , or u can buy this also but i suggest realme 15x .","First of all, I would like to talk about my Realme Narzo 80 Pro 5G. Overall, it is a very good phone in the 20–22k INR price range. I have been using this phone since 17 August 2025, and today is 28 November 2025—almost 4 months. The gaming performance is very good. The camera quality is also very good in bright environments such as sunlight or outdoors, especially when taking photos of people. Nature photography is also decent. Also sound quality is also good , i'm reading some negative comments , but i want to tell to whomever reading this review , The phone has dual stereo speaker support also , with 300% voice boost .I have the 8 GB RAM + 128 GB storage variant. I strongly suggest buying the 256 GB storage variant because in the 128 GB version, a large portion of the storage is taken by the system—around 30–40 GB. So, you only get about 60–70 GB of usable space, which is quite low for modern usage. Even though the phone is advertised as 128 GB, you don’t actually get the full 128 GB.In terms of performance, I did not face any heating issues. The phone stays cool during normal and even heavy tasks. It only heats slightly while charging, which is completely normal for fast-charging phones. The connectivity is also very good, with strong Wi-Fi and Bluetooth performance. Storage transfer speeds are fast as well, thanks to UFS 3.1 storage.I also appreciate the battery capacity, which is quite good for modern phones (6000 mAh). The battery lasts around 20–21 hours with moderate usage such as YouTube, Instagram Reels, or studying on the PW app. However, I have one issue with the screen. Although the display is very bright, easy to use in sunlight, and has excellent color quality, I would advise avoiding phones with curved displays. If a curved screen breaks after dropping on a cemented road or anywhere else, it is very difficult to find a duplicate replacement screen in the market.Additionally, you cannot expand the memory using an SD card, and there is no audio jack on this phone. On the positive side, the 80W charging is amazing—it charges the phone up to 25% in just 10 minutes and more than 60% in under 30 minutes.Overall, the phone is very good, but I still recommend checking out the Realme 15x. It offers almost the same features and is even better in some aspects because it doesn’t have a curved display. The Realme 15x also comes with 60W SUPERVOOC charging and a massive 7000 mAh battery, which is extremely impressive and lasts even longer.Read more"
